title,country,release_year,duration,date_added,duration_normalized,genre_Action,genre_Anime Features,genre_Children,genre_Classic Movies,genre_Comedies,genre_Cult Movies,genre_Documentaries,genre_Dramas,genre_Horror Movies,genre_Independent Movies,genre_International Movies,genre_LGBTQ Movies,genre_Music,genre_Romantic Movies,genre_Sci-Fi,genre_Sports Movies,genre_Stand-Up,genre_Thrillers,genre_Uncategorized,genre_Action,genre_Anime Features,genre_Children,genre_Classic Movies,genre_Comedies,genre_Cult Movies,genre_Documentaries,genre_Dramas,genre_Horror Movies,genre_Independent Movies,genre_International Movies,genre_LGBTQ Movies,genre_Music,genre_Romantic Movies,genre_Sci-Fi,genre_Sports Movies,genre_Stand-Up,genre_Thrillers,genre_Uncategorized
Buddies,Brazil,2012,103,"02,15,2019",0.32362459546925565,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Buddy Thunderstruck: The Maybe Pile,United States,2017,14,"07,14,2017",0.03559870550161812,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Budhia Singh: Born to Run,India,2016,95,"07,05,2020",0.2977346278317152,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Buffalo Boys,Indonesia,2018,103,"04,12,2019",0.32362459546925565,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bugs,Netherlands,2016,73,"02,20,2018",0.22653721682847897,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Bulbbul,India,2020,94,"06,24,2020",0.29449838187702265,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Bulbul Can Sing,India,2018,95,"01,15,2020",0.2977346278317152,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Bullet Head,Bulgaria,2017,94,"03,07,2018",0.29449838187702265,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Bulletproof 2,United States,2020,97,"01,09,2020",0.3042071197411003,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bullitt County,United States,2018,98,"06,01,2019",0.3074433656957929,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Bully,United States,2012,98,"09,29,2020",0.3074433656957929,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Burlesque,United States,2010,119,"12,16,2019",0.37540453074433655,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Burlesque: Heart of the Glitter Tribe,United States,2017,76,"06,01,2017",0.23624595469255663,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Burn Out,France,2017,104,"03,15,2019",0.3268608414239482,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Burning,South Korea,2018,148,"04,29,2019",0.4692556634304207,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Burning Cane,United States,2019,78,"11,06,2019",0.24271844660194175,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Burning Sands,United States,2017,102,"03,10,2017",0.32038834951456313,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Bushwick,United States,2017,94,"11,24,2017",0.29449838187702265,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Buster's Mal Heart,United States,2016,98,"08,26,2017",0.3074433656957929,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Butterfield 8,United States,1960,108,"11,01,2019",0.33980582524271846,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BuyBust,Philippines,2018,128,"11,13,2018",0.4045307443365696,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bwakaw,Philippines,2012,110,"12,16,2020",0.34627831715210355,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
By the Sea,France,2015,122,"02,16,2020",0.3851132686084142,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Bye Bye London,Kuwait,1981,177,"05,21,2020",0.5631067961165048,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bygones Be Bygones,Turkey,2017,104,"10,11,2019",0.3268608414239482,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bypass Road,India,2019,135,"03,15,2020",0.42718446601941745,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
C Kkompany,India,2008,127,"05,31,2019",0.40129449838187703,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cézanne et moi,Belgium,2016,114,"09,07,2017",0.3592233009708738,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Cabin Fever,United States,2016,98,"06,06,2019",0.3074433656957929,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Cadaver,Norway,2020,87,"10,22,2020",0.27184466019417475,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Cahaya Dari Timur Beta Maluku,Indonesia,2014,151,"10,05,2018",0.47896440129449835,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Caida del Cielo,Argentina,2016,78,"01,20,2017",0.24271844660194175,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cairo Station,Egypt,1958,73,"06,18,2020",0.22653721682847897,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cake,United Kingdom,2018,125,"05,15,2019",0.3948220064724919,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Calendar Girls,India,2015,126,"10,15,2017",0.39805825242718446,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Calibre,United Kingdom,2018,101,"06,29,2018",0.31715210355987056,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Calum von Moger: Unbroken,United States,2019,93,"08,13,2019",0.2912621359223301,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Cam,United States,2018,95,"11,16,2018",0.2977346278317152,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Camarón: The Film,Spain,2018,105,"07,18,2018",0.3300970873786408,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Camera Store,United States,2016,104,"08,20,2017",0.3268608414239482,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Camp Cool Kids,United States,2017,104,"01,01,2018",0.3268608414239482,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Camp X-Ray,United States,2014,117,"01,14,2017",0.36893203883495146,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Can't Hardly Wait,United States,1998,101,"01,01,2021",0.31715210355987056,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Can't Help Falling in Love,Philippines,2017,120,"02,27,2019",0.3786407766990291,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Can’t Complain,Egypt,2007,114,"06,03,2020",0.3592233009708738,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Candy Jar,United States,2018,93,"04,27,2018",0.2912621359223301,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Candyflip,India,2017,104,"02,15,2019",0.3268608414239482,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Candyman,United States,1992,99,"10,01,2019",0.3106796116504854,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Canvas,United States,2020,9,"12,11,2020",0.019417475728155338,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Capital in the Twenty-First Century,France,2019,103,"09,08,2020",0.32362459546925565,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Cappuccino,India,2017,126,"07,01,2018",0.39805825242718446,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Captain Underpants Epic Choice-o-Rama,United States,2020,81,"02,11,2020",0.2524271844660194,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Captain Underpants Mega Blissmas,United States,2020,46,"12,04,2020",0.13915857605177995,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carbon,France,2017,104,"09,01,2018",0.3268608414239482,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Cardboard Gangsters,Ireland,2016,92,"09,15,2018",0.28802588996763756,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Care of Kancharapalem,India,2018,142,"09,06,2019",0.44983818770226536,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Caregiver,Philippines,2008,131,"03,05,2019",0.41423948220064727,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Cargo,India,2020,113,"09,09,2020",0.3559870550161812,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carlos Almaraz: Playing with Fire,United States,2019,83,"10,01,2020",0.2588996763754045,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Carlos Ballarta: El amor es de putos,Mexico,2016,67,"11,21,2016",0.20711974110032363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Carlos Ballarta: Furia Ñera,Mexico,2018,63,"05,11,2018",0.1941747572815534,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Carmen Sandiego: To Steal or Not to Steal,Canada,2020,82,"03,10,2020",0.255663430420712,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carol,United Kingdom,2015,119,"10,20,2020",0.37540453074433655,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Carrie,United States,1976,98,"06,01,2019",0.3074433656957929,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carrie Pilby,United States,2016,98,"09,05,2017",0.3074433656957929,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carriers,United States,2009,85,"11,20,2019",0.26537216828478966,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Casa de mi Padre,United States,2012,84,"11,14,2012",0.2621359223300971,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Casablancas: The Man Who Loved Women,France,2016,82,"01,13,2017",0.255663430420712,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Case 39,United States,2009,111,"01,01,2021",0.34951456310679613,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Casino Royale,United Kingdom,2006,145,"08,31,2020",0.459546925566343,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Casino Tycoon,Hong Kong,1992,125,"08,01,2018",0.3948220064724919,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Casino Tycoon 2,Hong Kong,1992,108,"08,16,2018",0.33980582524271846,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Casting JonBenet,United States,2017,81,"04,28,2017",0.2524271844660194,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Cat on a Hot Tin Roof,United States,1958,108,"11,01,2019",0.33980582524271846,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Catch Me If You Can,United States,2002,141,"01,01,2021",0.44660194174757284,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Catching Feelings,South Africa,2018,117,"05,18,2018",0.36893203883495146,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Catching the Sun,China,2015,74,"04,22,2016",0.2297734627831715,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Catfight,United States,2016,96,"06,01,2017",0.30097087378640774,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cats & Dogs: The Revenge of Kitty Galore,United States,2010,82,"02,01,2019",0.255663430420712,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Catwalk: Tales from the Cat Show Circuit,Canada,2018,75,"01,07,2019",0.23300970873786409,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Cave,Norway,2016,77,"06,15,2017",0.23948220064724918,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cedric the Entertainer: Live from the Ville,United States,2016,60,"09,16,2016",0.18446601941747573,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Celluloid Man,India,2012,156,"04,01,2017",0.49514563106796117,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Cemara's Family,Indonesia,2018,110,"12,24,2020",0.34627831715210355,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Center Stage,United States,2000,116,"01,01,2020",0.3656957928802589,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Chaahat,India,1996,148,"05,01,2017",0.4692556634304207,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Chaar Sahibzaade,India,2014,126,"11,01,2018",0.39805825242718446,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Chadi Jawani Budhe Nu,India,1976,135,"09,01,2017",0.42718446601941745,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chal Bhaag,India,2014,110,"12,01,2018",0.34627831715210355,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chal Dhar Pakad,India,2010,129,"03,15,2018",0.4077669902912621,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chal Mere Bhai,India,2000,132,"12,31,2019",0.4174757281553398,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chalay Thay Saath,Pakistan,2017,118,"05,15,2018",0.37216828478964403,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chalte Chalte,India,2003,166,"07,01,2018",0.5275080906148867,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Chaman Bahaar,India,2020,112,"06,19,2020",0.35275080906148865,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chamatkar,India,1992,164,"05,15,2017",0.5210355987055016,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chameli,India,2004,102,"02,15,2019",0.32038834951456313,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Chance Pe Dance,India,2010,121,"11,01,2018",0.3818770226537217,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chandani: The Daughter of the Elephant Whisperer,Germany,2010,87,"03,01,2017",0.27184466019417475,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Change in the Air,United States,2018,95,"03,01,2020",0.2977346278317152,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Chaotic Love Poems,Indonesia,2016,86,"01,05,2019",0.2686084142394822,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Chappaquiddick,United States,2017,106,"10,01,2018",0.3333333333333333,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Chappie,South Africa,2015,121,"01,01,2019",0.3818770226537217,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Charlie and the Chocolate Factory,United Kingdom,2005,115,"01,01,2020",0.36245954692556637,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Charlie's Angels,United States,2000,98,"10,01,2019",0.3074433656957929,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Charlie's Angels: Full Throttle,United States,2003,106,"10,01,2019",0.3333333333333333,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Charlotte's Web,United States,1973,94,"11,23,2019",0.29449838187702265,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Charming,Canada,2021,85,"01,08,2021",0.26537216828478966,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chashme Baddoor,India,2013,121,"07,05,2020",0.3818770226537217,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chashme Buddoor,India,2013,121,"05,01,2017",0.3818770226537217,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chasing Amy,United States,1997,113,"01,01,2020",0.3559870550161812,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chasing Coral,United States,2017,89,"07,14,2017",0.2783171521035599,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Chasing the Dragon,Hong Kong,2017,129,"04,19,2018",0.4077669902912621,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chasing Trane,United States,2016,99,"11,13,2017",0.3106796116504854,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Chatô: The King of Brazil,Brazil,2015,105,"10,01,2016",0.3300970873786408,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Chauthi Koot,India,2015,116,"02,01,2017",0.3656957928802589,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Chef,United States,2014,115,"12,01,2020",0.36245954692556637,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chelsea Handler: Uganda Be Kidding Me Live,United States,2014,71,"10,10,2014",0.22006472491909385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Chelsea Peretti: One of the Greats,United States,2014,75,"11,14,2014",0.23300970873786409,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Chennai Express,India,2013,135,"08,31,2018",0.42718446601941745,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chernobyl Diaries,United States,2012,88,"08,01,2018",0.2750809061488673,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Chhota Bheem and the Curse of Damyaan,India,2012,87,"04,01,2020",0.27184466019417475,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chhota Bheem Kungfu Dhamaka,India,2019,112,"08,15,2019",0.35275080906148865,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
